,fantasy_pts,fg_made,fg_missed,opponent,pass_att,pass_tds,pass_yds,player_id,player_name,player_team,position,rec_recs,rec_tds,rec_yds,result,rush_att,rush_tds,rush_yds,turnovers,twoptm,week,xp_made,year
0,0.0,1,2,PIT,0,0,0,00-0020962,R.Bironas,TEN,K,0,0,0,False,0,0,0,0,0,1,1,2009
1,0.0,0,0,TEN,0,0,0,00-0026491,S.Logan,PIT,,0,0,0,True,0,0,0,0,0,1,0,2009
2,8.0,0,0,TEN,0,0,0,00-0017162,H.Ward,PIT,,8,0,103,True,0,0,0,1,0,1,0,2009
3,14.0,0,0,TEN,43,1,363,00-0022924,B.Roethlisberger,PIT,QB,0,0,0,True,1,0,3,2,0,1,0,2009
4,1.0,0,0,TEN,0,0,0,00-0022250,W.Parker,PIT,,1,0,5,True,13,0,19,0,0,1,0,2009
5,3.0,0,0,TEN,0,0,0,00-0026901,M.Wallace,PIT,WR,3,0,32,True,0,0,0,0,0,1,0,2009
6,0.0,0,0,TEN,0,0,0,00-0025499,D.Sepulveda,PIT,,0,0,0,True,0,0,0,0,0,1,0,2009
7,6.0,0,0,PIT,0,0,0,00-0026164,C.Johnson,TEN,RB,1,0,11,False,15,0,57,0,0,1,0,2009
8,11.0,0,0,PIT,35,1,244,00-0003292,K.Collins,TEN,,0,0,0,False,2,0,1,1,0,1,0,2009
9,0.0,0,0,PIT,0,0,0,00-0007308,C.Hentrich,TEN,,0,0,0,False,0,0,0,0,0,1,0,2009
10,2.0,0,0,PIT,0,0,0,00-0023612,B.Scaife,TEN,,5,0,48,False,0,0,0,1,0,1,0,2009
11,0.0,0,0,PIT,0,0,0,00-0020285,A.Crumpler,TEN,,2,0,5,False,0,0,0,0,0,1,0,2009
12,0.0,0,0,TEN,0,0,0,00-0026163,R.Mendenhall,PIT,RB,0,0,0,True,4,0,6,0,0,1,0,2009
13,0.0,0,0,PIT,0,0,0,00-0023548,D.Stewart,TEN,T,0,0,0,False,0,0,0,0,0,1,0,2009
14,2.0,0,0,PIT,0,0,0,00-0024260,L.White,TEN,,1,0,5,False,8,0,28,0,0,1,0,2009
15,13.0,0,0,PIT,0,0,0,00-0021982,J.Gage,TEN,,7,1,78,False,0,0,0,0,0,1,0,2009
16,8.0,0,0,PIT,0,0,0,00-0027006,K.Britt,TEN,WR,4,0,85,False,0,0,0,0,0,1,0,2009
17,2.0,0,0,TEN,0,0,0,00-0022217,M.Moore,PIT,,4,0,28,True,5,0,8,0,0,1,0,2009
18,0.0,0,0,PIT,0,0,0,00-0023367,N.Washington,TEN,WR,1,0,8,False,0,0,0,0,0,1,0,2009
19,0.0,0,0,TEN,0,0,0,00-0020737,J.Reed,PIT,,0,0,0,True,0,0,0,0,0,1,0,2009
20,0.0,0,0,PIT,0,0,0,00-0026225,C.Stevens,TEN,TE,0,0,0,False,0,0,0,0,0,1,0,2009
21,0.0,0,0,PIT,0,0,0,00-0027095,G.McRath,TEN,,0,0,0,False,0,0,0,0,0,1,0,2009
22,1.0,0,0,ATL,0,0,0,00-0026003,D.Carpenter,MIA,K,0,0,0,False,0,0,0,0,0,1,1,2009
23,6.0,0,0,MIA,0,0,0,00-0022821,M.Turner,ATL,,0,0,0,True,22,0,65,0,0,1,0,2009
24,13.0,0,0,MIA,0,0,0,00-0006101,T.Gonzalez,ATL,TE,5,1,73,True,0,0,0,0,0,1,0,2009
25,16.0,0,0,MIA,36,2,229,00-0026143,M.Ryan,ATL,QB,0,0,0,True,3,0,-4,0,0,1,0,2009
26,4.0,0,0,MIA,0,0,0,00-0023462,R.White,ATL,WR,5,0,42,True,0,0,0,0,0,1,0,2009
27,4.0,0,0,MIA,0,0,0,00-0022781,M.Jenkins,ATL,,4,0,41,True,0,0,0,0,0,1,0,2009
28,0.0,0,0,MIA,0,0,0,00-0004811,J.Elam,ATL,,0,0,0,True,0,0,0,0,0,1,0,2009
29,5.0,0,0,ATL,0,0,0,00-0023437,R.Brown,MIA,RB,3,0,10,False,10,0,43,0,0,1,0,2009
30,7.0,0,0,ATL,29,1,176,00-0019559,C.Pennington,MIA,,0,0,0,False,0,0,0,2,0,1,0,2009
31,0.0,0,0,MIA,0,0,0,00-0025426,J.Blalock,ATL,G,0,0,0,True,0,0,0,0,0,1,0,2009
32,0.0,0,0,MIA,0,0,0,00-0025631,J.Snelling,ATL,FB,1,0,2,True,0,0,0,0,0,1,0,2009
33,5.0,0,0,ATL,0,0,0,00-0026000,D.Bess,MIA,WR,7,0,57,False,0,0,0,0,0,1,0,2009
34,0.0,0,0,MIA,0,0,0,00-0023234,M.Koenen,ATL,P,0,0,0,True,0,0,0,0,0,1,0,2009
35,2.0,0,0,ATL,0,0,0,00-0025396,T.Ginn,MIA,WR,2,0,26,False,2,0,9,0,0,1,0,2009
36,0.0,0,0,ATL,0,0,0,00-0025612,B.Fields,MIA,P,0,0,0,False,0,0,0,0,0,1,0,2009
37,8.0,0,0,MIA,0,0,0,00-0022143,O.Mughelli,ATL,,2,1,22,True,0,0,0,0,0,1,0,2009
38,0.0,0,0,ATL,1,0,0,00-0027020,P.White,MIA,,0,0,0,False,1,0,0,0,0,1,0,2009
39,0.0,0,0,ATL,0,0,0,00-0022405,L.Polite,MIA,,0,0,0,False,2,0,5,0,0,1,0,2009
40,2.0,0,0,ATL,0,0,0,00-0026026,J.Haynos,MIA,,1,0,21,False,0,0,0,0,0,1,0,2009
41,-3.0,0,0,ATL,0,0,0,00-0024268,A.Fasano,MIA,TE,2,0,10,False,0,0,0,2,0,1,0,2009
42,0.0,0,0,ATL,0,0,0,00-0024172,P.Cobbs,MIA,,0,0,0,False,0,0,0,0,0,1,0,2009
43,0.0,0,0,ATL,0,0,0,00-0022890,V.Carey,MIA,,0,0,0,False,0,0,0,0,0,1,0,2009
44,0.0,0,0,MIA,0,0,0,00-0005231,B.Finneran,ATL,,0,0,0,True,0,0,0,0,0,1,0,2009
45,6.0,1,1,KC,0,0,0,00-0025944,S.Hauschka,BAL,K,0,0,0,True,0,0,0,0,0,1,5,2009
46,2.0,0,0,BAL,0,0,0,00-0026213,J.Charles,KC,RB,4,0,29,False,4,0,8,0,0,1,0,2009
47,2.0,0,0,BAL,0,0,0,00-0021976,L.Johnson,KC,,1,0,6,False,11,0,20,0,0,1,0,2009
48,15.0,0,0,BAL,24,2,177,00-0024300,B.Croyle,KC,,0,0,0,False,0,0,0,0,0,1,0,2009
49,7.0,0,0,BAL,0,0,0,00-0022817,S.Ryan,KC,,1,1,10,False,0,0,0,0,0,1,0,2009
50,0.0,0,0,BAL,0,0,0,00-0023534,D.Colquitt,KC,P,0,0,0,False,0,0,0,0,0,1,0,2009
51,4.0,0,0,KC,0,0,0,00-0010500,D.Mason,BAL,,4,0,47,True,0,0,0,0,0,1,0,2009
52,4.0,0,0,KC,0,0,0,00-0022171,K.Washington,BAL,,3,0,43,True,0,0,0,0,0,1,0,2009
53,13.0,0,0,KC,0,0,0,00-0023457,M.Clayton,BAL,,5,1,77,True,1,0,9,0,0,1,0,2009
54,11.0,0,0,KC,0,0,0,00-0026195,R.Rice,BAL,RB,2,0,12,True,19,0,108,0,0,1,0,2009
55,7.0,0,0,BAL,0,0,0,00-0023474,M.Bradley,KC,,4,0,73,False,0,0,0,0,0,1,0,2009
56,9.0,0,0,KC,0,0,0,00-0025524,L.McClain,BAL,FB,3,0,23,True,6,1,19,0,0,1,0,2009
57,19.0,0,0,KC,0,0,0,00-0022178,W.McGahee,BAL,RB,4,1,31,True,10,1,44,0,0,1,0,2009
58,13.0,0,0,KC,0,0,0,00-0020516,T.Heap,BAL,,5,1,74,True,0,0,0,0,0,1,0,2009
59,0.0,0,0,KC,0,0,0,00-0025787,J.Gaither,BAL,,0,0,0,True,0,0,0,0,0,1,0,2009
60,0.0,0,0,KC,0,0,0,00-0024417,S.Koch,BAL,P,0,0,0,True,0,0,0,0,0,1,0,2009
61,0.0,0,0,BAL,0,0,0,00-0025604,T.Thigpen,KC,,0,0,0,False,1,0,2,0,0,1,0,2009
62,6.0,1,0,BAL,0,0,0,00-0026968,R.Succop,KC,K,0,0,0,False,0,0,0,0,0,1,3,2009
63,0.0,0,0,BAL,0,0,0,00-0026155,B.Albert,KC,T,0,0,0,False,0,0,0,0,0,1,0,2009
64,1.0,0,0,BAL,0,0,0,00-0004915,B.Engram,KC,,2,0,19,False,0,0,0,0,0,1,0,2009
65,0.0,0,0,KC,0,0,0,00-0024271,C.Chester,BAL,G,0,0,0,True,0,0,0,0,0,1,0,2009
66,10.0,0,0,BAL,0,0,0,00-0025410,D.Bowe,KC,WR,4,1,40,False,0,0,0,0,0,1,0,2009
67,0.0,0,0,BAL,0,0,0,00-0026343,A.Studebaker,KC,LB,0,0,0,False,0,0,0,0,0,1,0,2009
68,-2.0,0,0,PHI,0,0,0,00-0027080,M.Goodson,CAR,RB,0,0,0,False,2,0,1,1,0,1,0,2009
69,6.0,1,1,CAR,0,0,0,00-0000108,D.Akers,PHI,K,0,0,0,True,0,0,0,0,0,1,5,2009
70,13.0,0,0,PHI,0,0,0,00-0024242,D.Williams,CAR,RB,4,0,42,False,14,1,37,0,0,1,0,2009
71,4.0,0,0,PHI,0,0,0,00-0011795,M.Muhammad,CAR,,4,0,41,False,0,0,0,0,0,1,0,2009
72,0.0,0,0,PHI,0,0,0,00-0024369,J.King,CAR,TE,1,0,2,False,0,0,0,0,0,1,0,2009
73,0.0,0,0,PHI,0,0,0,00-0025446,R.Kalil,CAR,C,0,0,0,False,0,0,0,0,0,1,0,2009
74,0.0,0,0,PHI,0,0,0,00-0026159,J.Otah,CAR,,0,0,0,False,0,0,0,0,0,1,0,2009
75,0.0,0,0,PHI,0,0,0,00-0009028,J.Kasay,CAR,,0,0,0,False,0,0,0,0,0,1,0,2009
76,0.0,0,0,PHI,0,0,0,00-0023363,R.Lloyd,CAR,,0,0,0,False,0,0,0,0,0,1,0,2009
77,17.0,0,0,CAR,18,2,79,00-0011022,D.McNabb,PHI,,0,0,0,True,4,1,27,1,0,1,0,2009
78,12.0,0,0,CAR,0,0,0,00-0021216,B.Westbrook,PHI,,3,1,8,True,13,0,64,0,0,1,0,2009
79,1.0,0,0,CAR,0,0,0,00-0024324,J.Avant,PHI,WR,1,0,18,True,0,0,0,0,0,1,0,2009
80,3.0,0,0,CAR,0,0,0,00-0026189,D.Jackson,PHI,WR,2,0,9,True,2,0,33,0,0,1,0,2009
81,9.0,0,0,CAR,0,0,0,00-0025549,B.Celek,PHI,TE,6,1,37,True,0,0,0,0,0,1,0,2009
82,0.0,0,0,CAR,0,0,0,00-0024515,S.Rocca,PHI,P,0,0,0,True,0,0,0,0,0,1,0,2009
83,0.0,0,0,CAR,0,0,0,00-0026257,Q.Demps,PHI,DB,0,0,0,True,0,0,0,0,0,1,0,2009
84,2.0,0,0,CAR,0,0,0,00-0022001,K.Curtis,PHI,,2,0,26,True,0,0,0,0,0,1,0,2009
85,0.0,0,0,PHI,0,0,0,00-0019921,J.Baker,CAR,,0,0,0,False,0,0,0,0,0,1,0,2009
86,4.0,0,0,CAR,0,0,0,00-0027029,L.McCoy,PHI,RB,1,0,1,True,9,0,46,0,0,1,0,2009
87,-2.0,0,0,CAR,11,0,23,00-0025423,K.Kolb,PHI,QB,0,0,0,True,3,0,4,1,0,1,0,2009
88,0.0,0,0,CAR,0,0,0,00-0022870,S.Andrews,PHI,,0,0,0,True,0,0,0,0,0,1,0,2009
89,0.0,0,0,PHI,6,0,2,00-0021206,J.McCown,CAR,QB,0,0,0,False,0,0,0,0,0,1,0,2009
90,0.0,0,0,PHI,0,0,0,00-0025542,D.Rosario,CAR,TE,0,0,0,False,0,0,0,0,0,1,0,2009
91,0.0,0,0,PHI,11,0,63,00-0025708,M.Moore,CAR,QB,0,0,0,False,0,0,0,1,0,1,0,2009
92,0.0,0,0,CAR,0,0,0,00-0024013,H.Baskett,PHI,,1,0,6,True,0,0,0,0,0,1,0,2009
93,0.0,0,0,CAR,0,0,0,00-0024156,N.Cole,PHI,,0,0,0,True,0,0,0,0,0,1,0,2009
94,0.0,0,0,PHI,0,0,0,00-0026276,K.Moore,CAR,,0,0,0,False,0,0,0,0,0,1,0,2009
95,0.0,0,0,DEN,0,0,0,00-0019536,S.Graham,CIN,,0,0,0,False,0,0,0,0,0,1,0,2009
96,5.0,0,0,CIN,0,0,0,00-0020270,C.Buckhalter,DEN,,2,0,11,True,8,0,46,0,0,1,0,2009
97,1.0,0,0,CIN,0,0,0,00-0026182,E.Royal,DEN,WR,2,0,18,True,0,0,0,0,0,1,0,2009
98,2.0,0,0,CIN,0,0,0,00-0024334,B.Marshall,DEN,WR,4,0,27,True,0,0,0,0,0,1,0,2009
99,13.0,0,0,CIN,28,1,243,00-0023541,K.Orton,DEN,QB,0,0,0,True,1,0,3,0,0,1,0,2009
100,14.0,0,0,CIN,0,0,0,00-0015754,B.Stokley,DEN,WR,1,1,87,True,0,0,0,0,0,1,0,2009
101,0.0,0,0,DEN,0,0,0,00-0026716,Q.Cosby,CIN,,0,0,0,False,0,0,0,0,0,1,0,2009
102,0.0,0,0,CIN,0,0,0,00-0025825,B.Kern,DEN,P,0,0,0,True,0,0,0,0,0,1,0,2009
103,16.0,0,0,DEN,0,0,0,00-0023439,C.Benson,CIN,,4,0,32,False,21,1,76,0,0,1,0,2009
104,1.0,0,0,DEN,0,0,0,00-0023518,C.Henry,CIN,,1,0,18,False,0,0,0,0,0,1,0,2009
105,5.0,0,0,DEN,33,0,247,00-0021429,C.Palmer,CIN,QB,0,0,0,False,1,0,2,2,0,1,0,2009
106,1.0,0,0,DEN,0,0,0,00-0024607,D.Coats,CIN,,1,0,16,False,0,0,0,0,0,1,0,2009
107,1.0,0,0,DEN,0,0,0,00-0018958,L.Coles,CIN,,1,0,11,False,0,0,0,0,0,1,0,2009
108,0.0,0,0,DEN,0,0,0,00-0027103,K.Huber,CIN,P,0,0,0,False,1,0,0,0,0,1,0,2009
109,1.0,0,0,CIN,0,0,0,00-0026988,K.Moreno,DEN,RB,0,0,0,True,8,0,19,0,0,1,0,2009
110,0.0,0,0,DEN,0,0,0,00-0024670,K.Cook,CIN,C,0,0,0,False,0,0,0,0,0,1,0,2009
111,2.0,0,0,DEN,0,0,0,00-0025439,B.Leonard,CIN,RB,2,0,24,False,2,0,6,0,0,1,0,2009
112,2.0,0,0,CIN,0,0,0,00-0021163,J.Gaffney,DEN,,3,0,25,True,0,0,0,0,0,1,0,2009
113,6.0,2,0,CIN,0,0,0,00-0023853,M.Prater,DEN,K,0,0,0,True,0,0,0,0,0,1,0,2009
114,0.0,0,0,DEN,0,0,0,00-0022141,Je.Johnson,CIN,,0,0,0,False,0,0,0,0,0,1,0,2009
115,0.0,0,0,DEN,0,0,0,00-0022484,J.Foschi,CIN,,1,0,3,False,0,0,0,0,0,1,0,2009
116,4.0,0,0,CIN,0,0,0,00-0021154,D.Graham,DEN,,3,0,40,True,0,0,0,0,0,1,0,2009
117,0.0,0,0,CIN,0,0,0,00-0020368,B.Hamilton,DEN,,0,0,0,True,0,0,0,0,0,1,0,2009
118,0.0,0,0,CIN,0,0,0,00-0017638,C.Wiegmann,DEN,,0,0,0,True,0,0,0,0,0,1,0,2009
119,0.0,0,0,CLE,0,0,0,00-0010072,R.Longwell,MIN,,0,0,0,True,0,0,0,0,0,1,0,2009
120,9.0,0,0,MIN,0,0,0,00-0019693,J.Lewis,CLE,,3,0,47,False,11,0,57,0,0,1,0,2009
121,10.0,0,0,MIN,35,1,205,00-0025409,B.Quinn,CLE,QB,0,0,0,False,2,0,21,2,0,1,0,2009
122,1.0,0,0,MIN,0,0,0,00-0023438,B.Edwards,CLE,,1,0,12,False,0,0,0,0,0,1,0,2009
123,1.0,0,0,MIN,0,0,0,00-0023176,J.Cribbs,CLE,WR,2,0,10,False,3,0,6,0,0,1,0,2009
124,12.0,0,0,MIN,0,0,0,00-0021273,R.Royal,CLE,,4,1,60,False,0,0,0,0,0,1,0,2009
125,8.0,2,0,MIN,0,0,0,00-0004091,P.Dawson,CLE,K,0,0,0,False,0,0,0,0,0,1,2,2009
126,11.0,0,0,CLE,0,0,0,00-0026998,P.Harvin,MIN,WR,3,1,36,True,2,0,22,0,0,1,0,2009
127,37.0,0,0,CLE,0,0,0,00-0025394,A.Peterson,MIN,RB,1,0,18,True,25,3,180,0,0,1,0,2009
128,2.0,0,0,CLE,0,0,0,00-0021314,C.Taylor,MIN,,5,0,13,True,7,0,17,0,0,1,0,2009
129,8.0,0,0,CLE,21,1,110,00-0005106,B.Favre,MIN,,0,0,0,True,0,0,0,0,0,1,0,2009
130,0.0,0,0,CLE,0,0,0,00-0023060,C.Kluwe,MIN,,0,0,0,True,0,0,0,0,0,1,0,2009
131,0.0,0,0,MIN,0,0,0,00-0021235,D.Zastudil,CLE,P,0,0,0,False,0,0,0,0,0,1,0,2009
132,2.0,0,0,CLE,0,0,0,00-0022054,V.Shiancoe,MIN,,3,0,26,True,0,0,0,0,0,1,0,2009
133,0.0,0,0,CLE,0,0,0,00-0022746,J.Dugan,MIN,,0,0,0,True,1,0,5,0,0,1,0,2009
134,1.0,0,0,CLE,0,0,0,00-0025431,S.Rice,MIN,WR,2,0,17,True,0,0,0,0,0,1,0,2009
135,0.0,0,0,CLE,0,0,0,00-0025951,D.Reynaud,MIN,,0,0,0,True,0,0,0,0,0,1,0,2009
136,0.0,0,0,CLE,0,0,0,00-0023774,N.Tahi,MIN,,0,0,0,True,1,0,2,0,0,1,0,2009
137,1.0,0,0,MIN,0,0,0,00-0024394,L.Vickers,CLE,,1,0,12,False,0,0,0,0,0,1,0,2009
138,1.0,0,0,MIN,0,0,0,00-0007213,S.Heiden,CLE,,2,0,14,False,0,0,0,0,0,1,0,2009
139,0.0,0,0,CLE,0,0,0,00-0022807,B.Berrian,MIN,,0,0,0,True,0,0,0,0,0,1,0,2009
140,2.0,0,0,MIN,0,0,0,00-0019281,M.Furrey,CLE,,4,0,28,False,0,0,0,0,0,1,0,2009
141,0.0,0,0,CLE,0,0,0,00-0009323,J.Kleinsasser,MIN,,0,0,0,True,0,0,0,0,0,1,0,2009
142,0.0,0,0,MIN,0,0,0,00-0025390,J.Thomas,CLE,T,0,0,0,False,0,0,0,0,0,1,0,2009
143,0.0,0,0,MIN,0,0,0,00-0019666,J.St. Clair,CLE,,0,0,0,False,0,0,0,0,0,1,0,2009
144,-1.0,0,0,CLE,1,0,0,00-0024279,T.Jackson,MIN,QB,0,0,0,True,1,0,-1,0,0,1,0,2009
145,1.0,0,0,MIN,0,0,0,00-0027026,M.Massaquoi,CLE,,1,0,18,False,0,0,0,0,0,1,0,2009
146,0.0,0,0,NYJ,0,0,0,00-0022166,C.Thompson,HOU,,0,0,0,False,0,0,0,0,0,1,0,2009
147,2.0,0,0,NYJ,0,0,0,00-0026229,S.Slaton,HOU,,3,0,35,False,9,0,17,1,0,1,0,2009
148,3.0,0,0,NYJ,0,0,0,00-0022044,A.Johnson,HOU,WR,4,0,35,False,0,0,0,0,0,1,0,2009
149,4.0,0,0,NYJ,33,0,166,00-0022787,M.Schaub,HOU,QB,0,0,0,False,1,0,6,1,0,1,0,2009
150,1.0,0,0,NYJ,0,0,0,00-0022092,C.Brown,HOU,,1,0,1,False,3,0,15,0,0,1,0,2009
151,0.0,0,0,NYJ,0,0,0,00-0016689,M.Turk,HOU,,0,0,0,False,0,0,0,0,0,1,0,2009
152,22.0,0,0,HOU,0,0,0,00-0019641,T.Jones,NYJ,,0,0,0,True,20,2,107,0,0,1,0,2009
153,12.0,0,0,HOU,31,1,272,00-0026898,M.Sanchez,NYJ,QB,0,0,0,True,5,0,6,1,0,1,0,2009
154,12.0,0,0,HOU,0,0,0,00-0025622,C.Stuckey,NYJ,,4,1,64,True,0,0,0,0,0,1,0,2009
155,0.0,0,0,HOU,0,0,0,00-0024110,S.Weatherford,NYJ,P,0,0,0,True,0,0,0,0,0,1,0,2009
156,4.0,0,0,NYJ,0,0,0,00-0024313,O.Daniels,HOU,TE,4,0,44,False,0,0,0,0,0,1,0,2009
157,9.0,0,0,HOU,0,0,0,00-0022811,J.Cotchery,NYJ,WR,6,0,90,True,0,0,0,0,0,1,0,2009
158,1.0,0,0,HOU,0,0,0,00-0024318,B.Smith,NYJ,WR,0,0,0,True,1,0,15,0,0,1,0,2009
159,0.0,0,0,HOU,0,0,0,00-0005058,A.Faneca,NYJ,,0,0,0,True,0,0,0,0,0,1,0,2009
160,0.0,0,0,HOU,0,0,0,00-0024219,D.Ferguson,NYJ,T,0,0,0,True,0,0,0,0,0,1,0,2009
161,2.0,0,0,NYJ,0,0,0,00-0022397,V.Leach,HOU,FB,2,0,23,False,0,0,0,0,0,1,0,2009
162,1.0,0,0,NYJ,0,0,0,00-0021175,A.Davis,HOU,,3,0,14,False,0,0,0,0,0,1,0,2009
163,0.0,0,0,HOU,0,0,0,00-0020969,B.Moore,NYJ,,0,0,0,True,0,0,0,0,0,1,0,2009
164,0.0,0,0,HOU,0,0,0,00-0022847,B.Hartsock,NYJ,TE,0,0,0,True,0,0,0,0,0,1,0,2009
165,0.0,0,0,HOU,0,0,0,00-0025544,D.Clowney,NYJ,,0,0,0,True,0,0,0,0,0,1,0,2009
166,0.0,0,0,NYJ,0,0,0,00-0024281,E.Winston,HOU,T,0,0,0,False,0,0,0,0,0,1,0,2009
167,0.0,0,0,NYJ,0,0,0,00-0001980,K.Brown,HOU,,0,0,0,False,0,0,0,0,0,1,0,2009
168,0.0,0,0,HOU,0,0,0,00-0018234,D.Woody,NYJ,,0,0,0,True,0,0,0,0,0,1,0,2009
169,1.0,0,0,NYJ,0,0,0,00-0024465,D.Anderson,HOU,,1,0,14,False,0,0,0,0,0,1,0,2009
170,0.0,0,0,HOU,0,0,0,00-0013694,T.Richardson,NYJ,,0,0,0,True,1,0,2,0,0,1,0,2009
171,11.0,0,0,JAC,0,0,0,00-0024245,J.Addai,IND,,5,0,35,True,17,1,42,1,0,1,0,2009
172,13.0,0,0,JAC,38,1,301,00-0010346,P.Manning,IND,QB,0,0,0,True,3,0,-4,1,0,1,0,2009
173,0.0,0,0,JAC,0,0,0,00-0024529,G.Robinson,IND,,1,0,4,True,0,0,0,0,0,1,0,2009
174,0.0,0,0,JAC,0,0,0,00-0026267,J.Tamme,IND,TE,1,0,6,True,0,0,0,0,0,1,0,2009
175,3.0,0,0,JAC,0,0,0,00-0022165,D.Clark,IND,TE,4,0,39,True,0,0,0,0,0,1,0,2009
176,5.0,0,0,IND,28,0,122,00-0021231,D.Garrard,JAC,QB,0,0,0,False,4,0,14,0,0,1,0,2009
177,17.0,0,0,IND,0,0,0,00-0024275,M.Jones-Drew,JAC,RB,5,0,26,False,21,1,97,0,0,1,0,2009
178,2.0,0,0,IND,0,0,0,00-0024243,M.Lewis,JAC,TE,3,0,23,False,0,0,0,0,0,1,0,2009
179,1.0,0,0,IND,0,0,0,00-0023442,T.Williamson,JAC,,1,0,10,False,0,0,0,0,0,1,0,2009
180,0.0,0,0,IND,0,0,0,00-0025488,A.Podlesh,JAC,P,0,0,0,False,0,0,0,0,0,1,0,2009
181,0.0,0,0,JAC,0,0,0,00-0024452,T.Rushing,IND,,0,0,0,True,0,0,0,0,0,1,0,2009
182,4.0,0,0,JAC,0,0,0,00-0027003,D.Brown,IND,RB,2,0,16,True,11,0,33,0,0,1,0,2009
183,1.0,0,0,JAC,0,0,0,00-0027092,A.Collie,IND,,2,0,15,True,0,0,0,0,0,1,0,2009
184,4.0,0,0,IND,0,0,0,00-0007681,T.Holt,JAC,,3,0,47,False,0,0,0,0,0,1,0,2009
185,0.0,0,0,IND,0,0,0,00-0024103,M.Owens,JAC,RB,0,0,0,False,1,0,3,0,0,1,0,2009
186,0.0,0,0,IND,0,0,0,00-0025466,M.Sims-Walker,JAC,,0,0,0,False,0,0,0,0,0,1,0,2009
187,0.0,0,0,JAC,0,0,0,00-0025997,C.Simpson,IND,,0,0,0,True,0,0,0,0,0,1,0,2009
188,0.0,0,1,JAC,0,0,0,00-0016919,A.Vinatieri,IND,K,0,0,0,True,0,0,0,0,0,1,2,2009
189,0.0,0,0,JAC,0,0,0,00-0023728,S.Andrus,IND,,0,0,0,True,0,0,0,0,0,1,0,2009
190,0.0,0,0,IND,0,0,0,00-0022897,G.Jones,JAC,FB,1,0,9,False,0,0,0,0,0,1,0,2009
191,0.0,0,0,IND,0,0,0,00-0026100,N.Hughes,JAC,,1,0,7,False,0,0,0,0,0,1,0,2009
192,2.0,0,0,JAC,0,0,0,00-0026345,P.Garcon,IND,WR,3,0,24,True,0,0,0,0,0,1,0,2009
193,0.0,0,0,JAC,0,0,0,00-0027145,P.McAfee,IND,P,0,0,0,True,0,0,0,0,0,1,0,2009
194,0.0,0,0,IND,0,0,0,00-0026984,E.Monroe,JAC,T,0,0,0,False,0,0,0,0,0,1,0,2009
195,0.0,0,0,NO,0,0,0,00-0006800,J.Hanson,DET,,0,0,0,False,0,0,0,0,0,1,0,2009
196,11.0,0,0,DET,0,0,0,00-0025414,R.Meachem,NO,WR,2,1,51,True,0,0,0,0,0,1,0,2009
197,36.0,0,0,DET,34,6,358,00-0020531,D.Brees,NO,QB,0,0,0,True,0,0,0,1,0,1,0,2009
198,4.0,0,0,DET,0,0,0,00-0024217,R.Bush,NO,RB,5,0,55,True,7,0,14,1,0,1,0,2009
199,12.0,0,0,DET,0,0,0,00-0024011,M.Bell,NO,,0,0,0,True,28,0,143,1,0,1,0,2009
200,9.0,0,0,DET,0,0,0,00-0024466,M.Colston,NO,WR,3,1,30,True,0,0,0,0,0,1,0,2009
201,0.0,0,0,DET,0,0,0,00-0002655,J.Carney,NO,,0,0,0,True,0,0,0,0,0,1,0,2009
202,0.0,0,0,DET,0,0,0,00-0027114,T.Morstead,NO,P,0,0,0,True,0,0,0,0,0,1,0,2009
203,4.0,0,0,NO,0,0,0,00-0022156,B.Johnson,DET,,4,0,45,False,0,0,0,0,0,1,0,2009
204,8.0,0,0,NO,37,0,205,00-0026498,M.Stafford,DET,QB,0,0,0,False,2,1,0,3,0,1,0,2009
205,0.0,0,0,NO,0,0,0,00-0020267,Nick.Harris,DET,,0,0,0,False,0,0,0,0,0,1,0,2009
206,9.0,0,0,NO,0,0,0,00-0025389,C.Johnson,DET,WR,3,0,90,False,0,0,0,0,0,1,0,2009
207,0.0,0,0,NO,0,0,0,00-0026286,J.Felton,DET,FB,0,0,0,False,2,0,4,0,0,1,0,2009
208,0.0,0,0,NO,0,0,0,00-0027129,A.Brown,DET,,0,0,0,False,1,0,9,0,0,1,0,2009
209,0.0,0,0,DET,0,0,0,00-0022078,J.Stinchcomb,NO,,0,0,0,True,0,0,0,0,0,1,0,2009
210,0.0,0,0,NO,0,0,0,00-0019650,D.Northcutt,DET,,0,0,0,False,0,0,0,0,0,1,0,2009
211,0.0,0,0,NO,0,0,0,00-0021756,W.Heller,DET,,0,0,0,False,0,0,0,0,0,1,0,2009
212,15.0,0,0,DET,0,0,0,00-0021148,J.Shockey,NO,,4,2,31,True,0,0,0,0,0,1,0,2009
213,0.0,0,0,DET,0,0,0,00-0009530,J.Kyle,NO,,0,0,0,True,0,0,0,0,0,1,0,2009
214,9.0,0,0,DET,0,0,0,00-0020507,H.Evans,NO,,4,1,35,True,0,0,0,0,0,1,0,2009
215,3.0,0,0,DET,0,0,0,00-0023310,L.Moore,NO,WR,2,0,38,True,0,0,0,0,0,1,0,2009
216,0.0,0,0,NO,0,0,0,00-0020444,J.Backus,DET,,0,0,0,False,0,0,0,0,0,1,0,2009
217,0.0,0,0,DET,0,0,0,00-0021267,J.Goodwin,NO,C,0,0,0,True,0,0,0,0,0,1,0,2009
218,1.0,0,0,NO,0,0,0,00-0021525,C.Fitzsimmons,DET,,1,0,11,False,0,0,0,0,0,1,0,2009
